id	document	label
17955231	인간답게살권리	0
15844047	순식간에끝페이지	0
179548891	최신 자기계발이나 부에 관한 책말고 좀더 이런 인문학 책을 많이 밀리에서 만났으면  좋겠다	0
15772956	역시히가시노게이고	0
179471763	이 책을 읽고난 이후 좌파의 강한 위선이 가슴을 찔러 보수를 지지할 확신이 생겼다	0
15946837	마지막 네 글자 보고 벽에 머리 박다가 무너져서 우리집 원룸 됨	0
7880427	역사의 역사	0
15898670	삶과죽음에대한치열한기록	0
15653814	알고보니 연애소설	0
37781224	이글빨에재미없단사람은뭐지	0
16055718	술술읽고 공감되는 책	0
179566551	이 곳 밀리 댓글만 봐도 왜 안되는사람들은 죽어도 안되는지 알 수 있음.	0
179472777	누구보다 우월한 위치에서 경쟁을 시작한 사람이 공정한 경쟁에 대해 얘기하는게 웃기다	0
485565	그림체바뀜	0
4733006	번역 개구져요	0
429283	밑바닥을공유하는동질감	0
179467306	#필력 최고	0
179468019	연대합니다	0
115480876	리딩북으로듣는힐링독서	0
179471764	너무도 뻔한 진실을 모른다 아닌것같다 니탓이다만 반복하는 정부	0
179465734	누가 요리코를 위했나. 그 누구도 요리코를 위한 사람은 없었다	0
179527209	다른 플랫폼에서 읽었던 책인데 이 책을 밀리에서 만나다니 너무 반갑네요	0
21249579	허영만선생님	0
17953956	리딩토크말고 본문듣기로	0
37818455	82년생 김지영	0
179580688	여러분 제가 이 책 요청드렸어요 1대1 문의로 ㅎㅎ 저 잘했죵. . ?	0
179471152	이 책 정체가 뭐지 너무 아름답고 기발하고 사람 울컥하게하고 혼자 다하네 😭❣️	0
15898672	힘내세요이국종	0
23421850	오. 베스트셀러다	0
179569410	초엽 당신을 사랑합니다..철학적이고 과학적이며 동시에 먹먹한 동화같은 이야기..	0
179573212	한국에서는 영화봤다고 각본 보기를 중단합니까?	0
15854360	이게밀리에있다니	0
179465734	최악이에요. 현실의 딸은 절대 저런 방식으로 자신의 삶을 증명하지 않아요. 역겨운 책.	0
179527209	무려 만화책이라 부담없이 읽힙니다.  밥먹고 소화시킬겸 봤는데 술술 읽힙니다.	0
179482075	아이는 물건에 인격을 부여하지만 어른은 사람도 물건취급을 한다는 말이 씁쓸하네요...	0
26175435	흡입력최고	0
179462749	페이스북에서 보고왔다.	0
179471953	홀로 버티는 삶을 말하던 사람의 더불어 살고 싶다는 고백	0
179472777	풉…군대나 갔다와서 공정을 떠들어라…	0
179458460	김난도의 새해연금	0
179470487	으잉...? 결말이...	0
179548661	유시민 작가님의 통찰 최고에요~!	0
179451826	유튜버 조효진추천받고 옴	0
179471835	노동의 가치를 너무 하찮게 보는건 아닌지. 제목은 인문학인데 사람이 보이지 않는 책.	0
179471850	한강다리 폭파해서 국민들 버리고 도망간 그 이승만?이 위인? ㅋ	0
179531408	정말 너무너무 잘읽었습니다 페니랑 막심이랑 이어주실려나요~~ ㅋㅋㅋㅋㅋ	0
16284239	유병재스러움	0
179453665	밀리열일하네	0
179555067	전반부 읽는 시간 한 달 후반부 읽는 시간 하루	0
15870460	진짜귀호강	0
485565	초딩때안읽어본사람 없을걸	0
179472777	혐오장사꾼 이준석이 책을쓰고 추앙받는 세상 ㅋㅋ	0
179527015	영화화..	0
179545416	여자얘기 하는데서 남자들 와서 징징거리는거 구차해ㅠ	0
179471452	거의 사장되어 상대에게 한번 더 설명해줘야 할 것 같은 단어들을 쓰는게 맞는건가요?	0
179471850	깔끔한 설명 중립적 서술 좋네요 이승만이 위인이 아니면 빨갱이가 위인인가요?	0
179553908	이북으로도 보길 원합니다	0
179527017	어떤 책은 읽을 가치가 없는 것을 넘어 읽으면 외려 해가 되는 책이 있다. 이 책 같은.	0
37781072	인생 책 입니다.	0
15876163	방에서읽는나만의미술관	0
15844047	베르나르 베르베르	0
16406814	개연성 없음	0
4421267	팀캘러말고마이클샌델ㅠㅠ	0
401002	무협의전설	0
37781164	딸은?ㅠㅠ	0
179462586	진작나왓어야지	0
179455465	태그보고안읽는다고맙다	0
179467306	#흥미로움과먹먹함사이	0
429283	솔직히 말해도 되나? 합리화하는 찐따 그 이상도 이하도 아닌.	0
179466986	부자 필독서	0
179482594	아... 오디오북은 연예인이고 뭐고 성우분들이 하는게 최고라는걸 느꼈네요.	0
179480751	두번 읽어야 한다는 반복적인 서평이  두번째 읽기를 오히려 거부하게 만드는 아이러니.	0
179484840	아버지의 장례식장에 아버지가 등장했다! 는 책을 읽어보긴 하고 쓴건지 의문	0
179482075	작가님의 말씀대로 이 책을 읽고나면 그냥 다 텅 비어버린듯한 기분만이 맴돈다.	0
179493942	오디오북 제발 만들어주세요..	0
179455377	김영하7년만에장편소설ㄱㄱ	0
179463877	현실적인해답진심최고	0
15851752	밀리의서재 열일하는듯..	0
9424133	보기 힘든 pdf	0
179470952	남성이 인류를 대표할 수 있고 기준이 된다는 디폴트적 사고가 여성의 존재를 지운다.	0
485565	홍은영작가는어디로?	0
470505	E북서비스해줘라	0
15906293	바로이책이야	0
115480910	막례쓰편이에요	0
179464905	가해자방관자들은입을닥쳐라	0
179481584	엥 난 진짜 좋았는데...? 다 추천하고 다닙니다 최고의 책ㅠㅠ	0
179494601	찌질하게 굳이 굳이 찾아와 리뷰 남기지 말고 제발 꺼지세요 남자들	0
7880427	추천또추천	0
15120426	반전있는스토리	0
37781287	시작하면놓을수없는책	0
15906293	메갈들아날뛰지좀마라	0
179458484	역시겨울왕국	0
179464905	더듬어민주당의 민낯	0
179484840	일본인 작가라서 일본어 이름을 가진 등장인물이 나와서 그런지 등장인물이름을 기억하기 힘듦.	0
179497625	상처라고 생각한 아가미로 우린 숨을 쉬고 있었음을	0
179548661	예전부터 읽고 싶었는데 절판돼서 못 읽어봤어요. 이번에 개정판이 출판되어 기뻐요.	0
179569410	현실과 미래 과학, 그리고 여러 갈래의 소수자를 촘촘히 엮어낸 이야기	0
529539	e-book이 럾어 아쉽	0
179454108	스토리탄탄한19금	0
179575124	글로 읽고싶은데..그건안되나요..	0
6733216	역시히가시노게이고	0
15947313	주제불분명	0
179462377	이거읽고싶었어요	0
15946837	제발 영화화 해주시면 안될까요.........? 왜겠어요......	0
179548661	근데 이분은 재판 준비 안하나요?	0
179558510	오디오 북 말고 전자책으로 읽고싶어요	0
15876163	피카소와샤갈이없어요	0
15965333	연애마저추리	0
21249579	오!한강!	0
179471764	정치적으로 편향된 시각. 나라가 하루 빨리 망하길 기도하는듯	0
179451884	로맨스입문추천	0
179465425	책읽어드립니다	0
179565562	인간을 인간답게 하는 것은 무엇이고, 나아가 , ‘나’를 ‘나’답게 하는 것은 무엇인가	0
15724961	책은만화책이지	0
15905680	태그에서도 여혐현실이보임	0
17955232	한남처밟는메퇘지가돼야지.	0
115481709	유쾌상쾌통쾌	0
14505405	굳이댓글다는남들에게꼭필요	0
179465714	급하게 쓴 느낌	0
179472189	인스타그램에서 홍보를 엄청 하던데요	0
179464131	쓸만하지만 남성중심+오래된 글이라 현재 여성한테는 조금 불편한 내용들이 살짝씩 있음	0
340440	밀리에서  알엠 책장하나 만들어주시면 보라하겠습니다.	0
179553908	씨크릿, 더 해빙 우려먹기 버전. 추상적인 말들 일색. 한 마디로 귀한 시간 낭비.	0
179565562	보고싶은 사람을 보러 달려갔을 때, 그리고 그 사람의 손을 잡았을 때 우린 인간이 된다.	0
15783830	최고의스릴러	0
179458484	엘사옷사주세요	0
179454422	무기력해질때마다에필로그	0
179450975	이책이해못하면그냥도태되라	0
179462627	#책읽어드립니다	0
179527700	부모는 내게 사과하지 않는다. 내가 나를 이해하고 다독이는 하루하루가 모여 내 인생이된다.	0
179555067	헛 어젯밤에 완독했는데 이 책이 올라오다니... ㅠㅠ 정말 온 마음을 다해 추천드립니다.	0
179485566	여기도 도태될까봐 부들대는 한남들이 많네 이 책이 왜 나오게 됐는지 궁금하면여기댓글보면됨	0
179490616	페미니즘의 '페' 자만 들어도 화를내는 사람들을 위한 책. 물론 그들이 읽을까 싶지만	0
15905680	겉만 번지르르	0
179468019	withPou	0
17955231	이걸 보고도 탈코르셋 또다른 강요 이러시면 그건 그냥 콧구멍으로 읽으셨다고 볼 수 있겠네요	0
179544336	왜인지 모르겠지만 읽는 내내 위로를 받는 느낌…	0
5123543	유시민대표작	0
3450899	손에서책을놓을수가없었다	0
15852540	인생 최고의 명작	0
179471835	오만한 팩트	0
179500407	저자분이 아동학대 데이트폭력 가정폭력에대해서 너무 가볍게 생각하시는듯	0
15833691	역대급제목ㅋㅋㅋ	0
15906316	매년초읽어야하는책	0
179470952	가부장적 제도에서 지워지고 희생되는 여자들의 시간/노동력을 통계로 보여줌.	0
179527700	혼란스러운 내 마음을 정확히 바라보게 된 책. 어린 시절의 내가 안쓰러워 많이 울었다	0
179548882	어려움을 극복한 치열했던 인생사! 존경합니다.	0
15653814	제목처럼 무섭지는 않아	0
15783617	더이상두렵지않은페미니즘	0
15851752	이게밀리에있다니	0
15905680	군쾅이들아 읽기는 했냐?	0
40508177	유용한 의"약"상식	0
179471835	경제학 이론으로 신념을 주장하고 경험을 설득하려 한다. 결과론에 이유를 붙인 느낌이랄까..	0
17955231	굳이 굳이 찾아와 영양가없이 투덜대는  남자들......ㅋ	0
179527556	아니 이런 책을 왜 밀리에서 서비스합니까.. 정말 싫네요	0
179566551	다운 안되시는 분들 고객센터에 단체로 문의해주세요. 그리고 이 글에 하트 눌러주세요.	0
11412938	소방관님 존경합니다	0
179453665	김영하신간이라니대박	0
179470952	#전부다밑줄긋기	0
15841704	몇개는 꼰대 느낌 너무남	0
16262477	맥심이라니밀리짱	0
179483545	이런 책을 밀리에... 밀리의 서재 미쳤구나 아주	0
179497625	어여쁜 문장이 모여 위로하는 비극	0
179527209	이 책이 불편하고 너무 '지나치다'고 생각하시나요? 부럽네요. 저도 그렇게 느끼고 싶어요.	0
15844047	생각보다귀여움	0
15905680	남성혐오]여성우월주의]	0
23421881	술술잘읽혀요	0
26175435	흥미로운소재	0
179456492	같은 내용을 반복	0
179484116	이런 책을 불편해하는 남성들이 존재한다는 것이 지금 2030여성들의 가장 큰 비혼 이유	0
179484840	코로나가 벌써 이야기에 등장하다니	0
179548882	아파본 사람만이 아픈 사람을 이해하고 공감할 수 있습니다. 저는 이재명후보를 지지합니다.	0
15856125	오 기다렸어요 떡뽀끼	0
15678779	몰입도최강	0
179527015	사랑은 어떤힘을 가지고 있는가 에 대한 무한한 답변을 생각해보게 하는 책	0
179569410	편하게 읽으면서도 대단하다 싶네요 그렇게 녹이 슬어가는 모습을 조금더 읽고 싶었다는....	0
15811068	좋은엄빠되기	0
15906915	변요한좋아요!!	0
37781072	아 이건 진짜다	0
9849205	아이유가추천한책	0
179467118	내 마음에도 온실이 있었으면	0
179472440	밀리 오디오북은 대체 왜 종이책 전체를 읽지 않는거죠? 고지라도 제대로 해주시죠.	0
179527556	이런 뻔뻔한 인간이 활개치며 서적까지 발행하게된 미친 정권	0
179549239	&lt;삼인성호> "다들 그렇게 말하니  그게 맞는 건 줄 알았어요.."	0
15792761	믿고 거르는 페북감성글	0
37781223	헐 벌써? 밀리대박	0
37787912	무협소설 끝판왕	0
179461495	읽어주니 더 완벽	0
179465696	대깨문부들부들	0
179485929	유일한 차이점은 단지 지나치게 우쭐댄다는 정도..	0
179490616	한국사회에서 여자로 살아왔다면 북마크할 내용이 한무더기	0
179563810	전자책은 언제 나올까요? 눈으로 읽고싶어요	0
7168634	e북서비스시급	0
4421267	마이클샌델,,,,,	0
179465565	선바님스러운책이네요	0
179471764	꼭한번 읽어볼만한 책이네요. 적어도 권력에 굴복하지 않는 지성인들의 소리가 담긴 책	0
179464131	마지막 결혼에 관한 조언은 여자가 읽기에 너무 불편했다. 여자는 남자 인생에 조연일뿐?	0
179497626	조각 - 김해숙 , 투우 - 최우식, 각본 김은희, 감독 박훈정 조만간 영화로 뵙겠습니다.	0
179527556	한줄요약:내 죄를 밝혀낸 검찰 개혁해야해ㅜㅠ	0
179527556	정신 제대로 박힌 사람은 이런책 읽지도 권하지도 않습니다~	0
179550415	저자에요! 이 책이 누군가에게는 도움이 되다면 정말 그걸로 너무 좋을 것 같습니다 :)!!	0
179543166	ebook도 볼수있게 해주세요 ㅠㅠㅠ	0
179561452	성공한 으른이 본인 얼마나 재미나게 사는지 재미 없게 얘기 하는 책	0
22301139	미친버닝썬이야기네	0
4733006	#번역무엇	0
179464718	역시게이고재미난스토리	0
179464131	전형적 미국인 남성 글	0
15664384	보던 책은 끝까지 보게 해줘야지. 이게 무슨 유료 서비스야	0
15906316	나왔다하면베스트셀러	0
38082817	도슨트북궁금해요	0
37821189	미쳤다밀리	0
115480884	표지가별로	0
15623692	심장을울리는한줄	0
179483545	밀리 미쳤나요	0
179485929	새벽 기상을 하는 새로운 방법을 제시해주지 않고 계속 같은 내용 반복이지만 동기부여는 됨.	0
179470952	“끈질긴 여자들에게, 앞으로도 계속 더럽게 까탈스러운 사람으로 남아주길.”	0
179496644	우리는 모두 천천히 달리는 연습을 할 필요가 있다. 서로의 소음이 섞이도록 내버려두며.	0
179500105	와 밀리의 서재 해지할려고 했는데 해지 안한걸 정말 다행이라고 생각하게 만들어준 책,,	0
179527017	왜 이리 논리가 미약한가 싶었더니 결국 피터슨 교수의 빠인 한 유튜버가 써낸 책.	0
179527209	이제는 고개를 들어 세상을 정확하게 바라봐야 할 때	0
179527901	오디오북 말고 책으로 서비스 원합니다.	0
413504	띵작의표본	0
15788255	위대한상상력	0
179460969	순삭이네요~~순식간에 끝	0
179465696	정성스런 쓰레기	0
179466451	역시히가시노게이고	0
17955231	한남들쿵쾅쿵쾅몰려왔누	0
179527556	좋은책 올라왔네요. 밀리 구독한 보람이 있네요	0
15783617	당신이 스스로 도태된거지, 여성들이 도태된게 아니다.	0
1719467	경제경영역사에남을책	0
16187231	독자에대한 예의나 차려	0
179466986	왜베스트셀러?	0
179471763	수신제가치국평천하라고 했다 누가 누굴 개혁해	0
179485566	읽지도 않고 페미만 보고 저런 댓글 달면 밀리 월급주려고 구독하는건강 ㅇㅅㅇ	0
17955231	꾸미지 않을 자유가 있어야 비로소 꾸밀 자유를 자유라고 부를 수 있게된다	0
17955231	이 책이 올라오다니 밀리의 서재 칭찬해	0
179497625	영화화 꼭 했으면 좋겠다 슬프지만 아름다운 이야기	0
179462588	작가가 좌편향이다 우편향이다 말이 많은 걸 보니 내용이 중립적이라는 거네요.	0
179545416	2030 여성들이 겪는 우울증을 실재적 경험담, 목소리로 담아낸 것만으로도 충분히 의미있는	0
179553531	내 것인줄 알았더니 다 남이 준 선물이더라..	0
14553109	미스테리스릴러	0
15906284	같은 이야기 무한반복	0
15898670	눈물이주륵주륵	0
9849205	빨리 e북  서비스해주셈	0
179462060	학폭일진 다체 왜 써요?	0
179462588	진보성향인게 너무 강하게 드러나네요ㅋㅋ 보다가 좀 거북해서 하차합니다.	0
179454406	뭐하러 오디오북으로 서비스함?	0
179472777	여기 어떻게든 이준석 까내리려는 애들 많네  ㅋㅋ 그럴 수록 높이 올라가죠 ? ㅋㅋ	0
179454406	오디오북말고 그냥 책읽기.. 어떻게 보죠?	0
179548882	읽지도 않고 욕하는 쓰레기들 왜그러냐.....한심하다	0
15708984	이런게진짜명강의지	0
23421806	몰입감최고	0
115481670	몰입해서 완독	0
143526	전자책 제작 요청	0
15946837	왜겠어요..	0
179471452	어휘력이 중요한 이유는 잘 알겠습니다만  약간 꼰대스러움	0
17955231	탈코를 접하게 되면서 힘든것도 있었지만 절대로 탈코를 몰랐던 때로 돌아가고 싶지 않다	0
179489792	하이퍼리얼리즘이라는 평가가 많은데, 이마저도(승준의 변화 등) 유토피아라는 생각이 든다.	0
179527017	조던피터슨 본인이 쓴줄 알았더니 그사람 영상으로 돈버는 유튜버가 쓴 책	0
17955231	탈코는 남자가 되는게 아니라 사회적 여성성을 탈피한 그저 여성이 되는 것이다	0
179537543	라디오극장 저리가라에요ㅋ	0
10437241	전자책으로보고싶다	0
15907010	요조님 리딩북 또해주세요	0
504162	스카이캐슬	0
15856125	읽는사람이우울해지는책	0
23418315	드디어온다	0
37781285	유시민이다 오예	0
115480876	한승연님의 듣기좋은	0
15946837	반전의 연속	0
179462639	대단한필력!정말안느끼함	0
179462850	#시작은 창대했으나...	0
179465696	진실과마주하는순간	0
179471152	미래의속도로 다 읽었다 와-	0
179485566	약자가 차별 말라는 말에 과민하게 반응하고 노여워할수록, 그 동안 차별해왔다는 반증이다	0
179470952	원래 그랬다'는 이유가 차별의 근거가 될 수는 없는 법이다. 적어도 5분은 읽고 말하자.	0
17955231	탈코를 몰랐던 때로 돌아가고 싶지 않다는 말에 적극적으로 동의한다.	0
179496644	빛처럼 빠른 속도로 발전하는 기술과, 명백한 한계를 지닌 인간은 어떻게 공존할 수 있을까.	0
179487919	4시반에 일어나는 것 보다도, 밤 10시에 잠드는게 더 어렵게 느껴진다.	0
179496644	기대한 것 보다 더 좋았던 책. 마음 속을 파란색 물감으로 색칠한 기분이다.	0
179527556	읽다가 토했습니다       끝까지 읽는 사람이 승자입니다	0
179572960	뭔가 재밌는데 재미없는 그런느낌?	0
15834359	오민음사다!	0
14505405	이시대를사는모든이의필독서	0
23418315	꼰대들 선물용	0
23419807	리더가페미니스트여서불편	0
10437241	전자책 요청합니다	0
4244145	왜 21권은 없는 건데	0
179462749	#쉽게읽히는책	0
179463933	역시채사장	0
17955231	음침한한남들ㅉㅉ	0
179527556	죄송하고 감사합니다. 역사는 반드시 기억할 겁니다.	0
179527556	윤모씨의 장모가 국고 22억 사기친 죄로 구속된 날, '조국의 시간'을 읽다. 2	0
179527556	법정에서는 왜 증언거부하나요? 정직하세요.	0
179548661	밀리의 서재 댓글관리 안 하시나요. 돈내고 보는데 책도 안 읽고 정치질하는 댓글 지워주세요	0
42933110	백세희씨행복했으면좋겠다	0
15906262	하마터면읽을뻔했다	0
179460729	술술읽힌다	0
179471710	이 책 안보이게해주시면 안될까요? 범죄자책을 리스트에서보는게화나네요	0
179467118	이래서 종이책 정기구독 해야 하나 봅니다	0
179483545	이 책을 읽고 반박할 자료를 찾다보니 페미니즘에 대한 이해가 더 깊어졌습니다.	0
17955231	코르셋이 뭔지, 왜 벗어야 하는지 잘 전달해준 책.	0
179527556	리뷰만 봐도 우리나라 저능아들이 얼마나 많은지 보인다	0
179550466	책으로 내주세요	0
15067573	제발니네나라역사나제대로	0
15907007	요조님 리딩북  강추	0
15926256	스카이캐슬	0
15783830	반전에 반전이 더한	0
10001876	BTS추천도서	0
179470487	#뭐여이게	0
179470430	추월차선이 있다는 사실을 상기시켜주는 개인적인 잡문. 책이라고 이름붙이기에는 아까운 낙서장	0
179486236	대체 왜 저러나 싶은 대깨문 aka 문꿀오소리식 사고방식의 원류를 이해할 수 있었습니다.	0
17955231	여자라면 꼭 읽어봐야할 책	0
179494601	책도 안 읽고 댓글다는 그남들....	0
179527556	검찰개혁, 언론개혁 꼭 해요!!  그런데 내용이 너무 슬프네요. 몇 번을 울었는지….	0
179527556	철면피를 두른 변명의 언어유희, 가짜 진보를 위한 에세이	0
340440	알엠이 읽는 책들은 전부 올려주세요.  부탁입니다.	0
179496624	왜 거의 모든 행동 표현 영어는 없고 숫자만 있나요?	0
15783830	최고의반전	0
16046086	어떻게이책이밀리의서재에	0
529539	E-book에없다니...	0
179456492	무책임한 자기자랑형	0
179453081	위로받는책	0
115480877	다읽어주라	0
179462749	이게책인가..?	0
17955231	예쁘지 않아도 괜찮아 사람답게 살자	0
179494601	남자가 여자보다 수준이 높으면 성차별같이 수준 낮은 짓은 안할텐데..	0
179527556	정말 나라를 사랑하는 용기있는 책	0
179527556	밀리의 서재는 왜 자꾸 이 거지 같은 책을 앞으로 땡겨놓나??????????????	0
179545416	여성의 우울증과 정신 질병에 대한 새로운 통찰. 머리를 한 대 맞은 기분이네요	0
179550466	책으로 보고 싶어요	0
179554244	주인공에게 공감하기 참 힘듬	0
15876630	이번생은처음이라	0
16187231	도움은되지만읽기싫어지는책	0
17620430	밀리_오리지널_기대되요	0
37821830	네트워크 마케팅	0
37781224	나도이렇게살고싶다	0
179470523	#제목은 좋은데..	0
15753932	그래좋겠다. 나는 10시간 일한다.	0
15906293	왜남녀싸움이지 이렇게좋은책을두고	0
179500407	메시지는 알겠는데, 너무 작위적인 느낌이 드네요. 폭력, 학대를 너무 가볍게 쓰기도 하고.	0
179527556	통제받지 않고 살아있는 권력이 되버린 괴물검찰의 희생자가 가족의 피로 쓰낸 일지	0
179527556	제대로 정신 박힌 사람이라면 읽어야할 책	0
179527556	추악한 검찰 권력의 피해자... 응원합니다!	0
179527556	사모펀드 1심 무죄입니다. 권력형범죄라던 검찰의 주장이 무색해졌죠. 일독을 권합니다.	0
179527556	처음부터 끝까지 자기 합리화에 급급하고 편협된 시각과 자신과 자기 진영에 유리한 기사로도배	0
179472777	나이가 어리다고 젊은 생각이 아니에요. 구태의연 낡은 생각.. 보수가 아니라 수구수준이네요	0
179541770	시간 낭비. 지가 노력하고 운 좋아서 유튜브로 수익 대박난 것 자랑글.	0
15852716	비하인드도어작가	0
15783617	백래시하는놈들나와	0
15837397	내 마음 살피기	0
16284239	곱씹어보게되는책	0
470505	에이~ 묻고 e북으로가!	0
529539	e북으로 부탁드립니다	0
179471710	책 내용에 병역기피 , 여친 폭행 등의 논란 해명도 나오나요	0
179487919	직장인은 웃고 갑니다	0
17955231	길이 남을 명작	0
179487919	아차차..이걸 2시 반에 보고 있네	0
179527556	왜 그러고 사냐.. 참 병이다 병이야	0
179527556	책을 읽으면서 잘못된 검찰과 언론들의 행위에 분노를 금할 수 없었습니다.	0
179574486	&quot;아 내일 읽어야겟다&quot;	0
5976114	법조인을꿈꾼다면	0
429283	나 자신같지만 아닌것같은	0
37781287	존잼필수소설	0
23419807	리더교체필요	0
15678779	드디어김영하ㅋㅋ	0
179463136	술술 읽힘, 뒤가 궁금해	0
179463933	어려운단어조합	0
179471763	나와 다른 공정 공평 정의, 우리는 다른 세계의 살고 있다	0
15906293	ㅋㅋㅋㅋㅋ 난독인가? 이 책읽고 시간이 아깝고, 산으로 가는 느낌이라니???	0
179480751	믿으면 안될 존재를 마지막 순간까지 누구보다 맹목적으로 믿고있었다.	0
17955231	2021년에도 댓글창이 뜨거운걸 보니 작가님 제대로 성공하셨네요^^7	0
17955231	탈코를 두고 한 얘기들을 그대로 읊는 리뷰를 보며 이 책의 필요성을 다시금 느낀다.	0
179509409	피상적이고 감상적으로 찍어낸 듯한 sns 글귀가 언제부터 서점가를 점령하기 시작 ㅠㅠ	0
179527556	윤모씨의 장모가 국고 22억 사기친 죄로 구속된 날, '조국의 시간'을 읽다.	0
179527556	보기만 해도 얼마나 고통스러운 시간이었을 지 상상도 안간다	0
179527209	왜 아들이자 남자인 너는 아닌데 내 노동은 당연하게 여겨지는 거야?	0
179527700	마음은 어린이인 어른을 위한 이야기	0
179527646	전자책으로도 내주세요ㅠ	0
179572960	오디오북 부탁드립니다.  오디오북으로 들으면 귀에 잘 박혀서 몰입도 상승입니당ㅎㅎ	0
15745661	위로가되요	0
13338097	마지막개소름	0
5449125	이책시리즈는대박이다	0
15965333	어라이렇게끝?후속작콜!	0
21249578	모르겠지만재밌는매력	0
179456492	이런걸로위로받는게부럽다	0
179463877	내 얘기 하는 줄..	0
17955231	탈코입문최고의책	0
17955231	읽고 말해	0
179503294	뭐지 50억 만들어준 아내 돌려 까면서.. 부자아빠 타이틀로 마케팅만 그럴싸하게 했네	0
14247204	도대체 이것도 왜 미서비스함?????? 밀리를 쓸 이유가 점점 없어져 가는구만	0
179527209	기다리던 책이 드디어 나왔군요. 작가님 출간해주셔서 감사합니다! 멧돼지 한남들은 꺼지고.	0
179544336	안락하고 잔잔한 책. 좋은 하루가 좋은 삶으로 이어진다는 말이 참 좋아요.	0
15810770	위로가되는책	0
15790117	호감을사는말투의기술	0
15762581	탈코르셋가즈아	0
15825420	역시부동산인가	0
15876630	페미니즘소설	0
15856027	당신의위로가필요할때	0
15841704	근데저자는왜예의가없냐	0
115480910	음성으로들으니더좋네요	0
15700913	Ebook 만들어주세요ㅠ	0
179465714	신문 기사 짜집기	0
115480877	요약본이네요.... 요약본이라고 표시좀 해주세요	0
179481584	하이라이트 표시할 부분이 많아 좋은 책	0
